的	白勺
糧	米日一里
濟	水齊
參	三厶人彡
譜	言並日
准	冫隹
褲	衤广車
紮	木乚糸
摩	麻手
縮	糸宀人百
漫	水日四又
溜	水卯田
彥	文厂彡
棄	了廿木
扇	戶羽
婷	女京丁
菸	艸於
脣	辰月
憂	頁心夂
堡	人口木土
淘	水勹缶
墓	艸日大土
鹿	鹿
攢	扌先先貝
嬌	女丿大口冂口
遞	辵𠂆虎
彬	木木彡
蹭	足曾
卿	卩艮卩
琪	王其
鶴	冂隹鳥
函	了⺍凵
確	石冂隹
郡	尹口阝
奈	大示
茂	艸戊
緩	糸爪二丿又
協	十三力
瓊	王𠂊内目夂
髒	骨艸歹匕廾
債	人丰貝
肌	月几
薰	艸千四土火
映	日冂大
粵	宀釆一丂
鼻	鼻
泵	石水
銷	金小月
育	了月
澳	水宀米大
陞	阝升土
候	人丨龴矢
堅	臣又土
种	禾中
邀	辵白方攴
閉	門才
妝	爿女
噻	口宀甘八土
佩	人凡巾
決	水夬
適	辵帝口
策	竹朿
藤	艸朕水
仿	人方
磊	三石
雁	厂人隹
俠	人大从
腸	月昜
窄	穴乍
昨	日乍
倪	人臼儿
務	矛夂力
雯	雨文
戈	戈
爪	爪
癌	疒三口山
效	文八攴
拷	扌耂丂
猴	犬人龴矢
掏	扌勹缶
汝	水女
撮	扌日耳又
幸	幸
揉	扌矛木
醬	爿肉寸酉
舟	舟
訴	言斥
態	厶月比心
盯	目丁
繡	糸尹𣶒
蜜	宀必虫
漂	水西示
序	广予
巷	艸廾巳
梨	禾刀木
舌	舌
蒂	艸帝
腹	月𠂉日夂
蟹	角刀牛虫
陷	阝𠂊臼
捉	扌足
蒼	艸倉
鵝	我鳥
疑	匕矢龴疋
鼎	鼎
釣	金勺
慌	心艸亡巛
蔥	艸囪心
瘤	疒卯田
彼	行皮
辰	辰
執	幸丮
忌	己心
踏	足水日
龔	龍艸廾
捷	扌一彐止
罐	缶艸口口隹
腫	月千田土
縱	糸行从止
伏	人犬
壇	土亠回日一
觸	角四勹虫
默	黑犬
懸	目木丿糸心
赫	赤赤
瑩	火火冂王
杰	木火
孩	子亥
咖	口力口
幀	巾卜貝
悟	心五口
頻	步頁
灑	水麗
燉	火京子攴
帽	巾冃目
幼	幺力
旋	㫃疋
擁	扌亠阝隹
聶	三耳
猶	犬八酉
壹	士冂豆
霸	雨革月
席	广廿巾
叉	又丶
繫	車凵殳糸
妃	女己
擔	扌𠂊厂八言
典	冊廾
贈	貝曾
儒	人雨而
裸	衤果
奉	廾扌
叻	口力
御	行午止卩
腔	月穴工
突	穴犬
刑	一廾刀
痕	疒艮
賓	宀一㐄貝
纔	糸象比象儿丶
午	午
攤	扌堇隹
蕾	艸雨田
頸	巠頁
臟	月艸戈爿臣
宰	宀辛
囊	一中冂口口甘衤
賬	貝長
弘	弓厶
境	土立日儿
拒	扌巨
毅	立豕殳
煎	䒑月刀火
弦	弓亠幺
渝	水亼月刀
罩	四卜日十
蓉	艸穴公
憶	心立日心
卵	卯冫
遷	辵西大巳
尺	尺
禍	示咼
逾	辵亼月刀
垂	垂
潛	水旡旡日
郵	垂阝
惜	心廿日
浦	水甫
警	艸勹口攴言
扛	扌工
氧	气羊
揭	扌日勹亡
逐	辵豕
謂	言田月
昭	日刀口
宿	宀人百
統	糸了儿
裂	歹刀衣
僧	人曾
慣	心貫
裙	衤尹口
彪	虎彡
淋	水木木
束	束
牢	宀牛
齋	齊示
揍	扌廾天
仕	人士
鉤	金勹口
劫	去力
拓	扌石
扮	扌分
疊	三田冂且
鋅	金辛
喻	口亼月刀
律	行尹二
株	木朱
砂	石少
埃	土厶矢
斗	斗
坪	土干八
揮	扌冂車
箇	竹圍古
仇	人九
吞	天口
亡	亡
沾	水卜口
遙	辵肉缶
壺	士冂亞
牧	牛攴
霖	雨木木
兜	白卯儿
寨	宀甘八木
掐	扌𠂊臼
監	監
稀	禾乂𠂇巾
恰	心亼口
牴	牛氏丶
棍	木日比
啵	口水皮
朕	朕
淑	水上小又
饒	食堯
慕	艸日大心
歇	日勹亡欠
疏	疋了巛
膏	京口月
陵	阝土八夂
壩	土雨革月
纏	糸广里八土
鹹	鹵戌口
姆	女母
聰	耳囪心
捱	扌厂土土
碳	石山𠂇火
銳	金公儿
驗	馬亼口口从
齒	齒
廷	廴千土
糊	米古月
翹	堯羽
儲	人言者
楠	木十冂半
顛	真頁
蚊	虫文
祭	肉又示
龐	广龍
嘞	口革力
拾	扌亼口
裴	非衣
朋	朋
媚	女眉
芸	艸云
吟	口今
筒	竹同
丘	丘
責	丰貝
趴	足八
堯	堯
繁	每攴糸
坦	土日一
穗	禾專心
紗	糸少
屯	屯
虐	虎爪
蹲	足八酉寸
紹	糸刀口
惟	心隹
幕	艸日大巾
澆	水堯
扒	扌八
搓	扌羊工
遮	辵广廿火
庚	广彐人
哉	十戈口
涉	水步
忒	弋心
賦	貝戈止
臂	尸口辛月
樁	木廾臼
敷	甫方攴
禪	示口口甲一
佬	人耂
瑤	王肉缶
習	羽白
臥	臣人
釘	金丁
阮	阝一兀
丙	丙
歷	厂禾禾止
躍	足羽隹
署	四者
範	竹車卩
示	示
邢	一廾阝
擰	扌宀心皿丁
莎	艸水少
糞	米田艸廾
嵐	山風
濱	水宀一㐄貝
夕	夕
苯	艸本
議	言羊我
趣	走耳又
渠	水巨木
閱	門公儿
繩	糸黽
杭	木亢
疾	疒矢
崇	山宀示
擴	扌广黃
傢	人宀豕
婦	女彐冂巾
涅	水日土
裕	衤谷
嘆	口堇
艦	舟監
挪	扌冄阝
荒	艸亡巛
貞	卜貝
筋	竹月力
孕	乃子
撕	扌其斤
鈴	金令
戳	羽隹戈
帆	巾凡
籌	竹士㇕工一口寸
奎	大土土
駕	力口馬
阻	阝且
享	京子
棚	木朋
傲	人敖
欽	金欠
蹦	足山朋
焊	火日干
召	刀口
徒	行走
脂	月旨
几	几
趨	走勹屮勹屮
艘	舟申又
喵	口艸田
競	立口儿立口儿
靖	立青
奏	廾天
咒	口口几
釋	釆四幸
盲	亡目
姿	冫欠女
炫	火亠幺
賜	貝日勿
湧	水甬力
潑	水癶弓殳
坎	土欠
琦	王大丁口
拌	扌半
樊	爻木木大
缸	缶工
弗	弓八
狐	犬瓜
漿	爿肉寸水
栽	十戈木
閻	門𠂊臼
攪	扌臼爻冂見
硅	石土土
述	辵术
籠	竹龍
泛	水丿之
甫	甫
佑	人𠂇口
鮑	魚勹巳
閥	門人戈
卦	土土卜
耿	耳火
咽	口圍大
倩	人青
袖	衤由
貧	分貝
糟	米一曲日
激	水白方攴
階	阝比白
珊	王冊
潭	水西日十
蠢	廾日虫虫
植	木直
占	卜口
嘯	口尹𣶒
徑	行巠
鉛	金公
屍	尸歹匕
倚	人大丁口
灘	水堇隹
姨	女大弓
災	巛火
幢	巾立田土
鈉	金内
暢	申昜
詠	言永
齡	齒令
焉	正烏
茹	艸女口
桐	木同
痰	疒火火
捂	扌五口
鄰	米舛阝
癡	疒匕矢龴疋
揀	扌柬
艙	舟倉
謙	言兼
万	一力
織	糸立日戈
蒲	艸水甫
芽	艸牙
佈	人布
驅	馬匚三口
昊	日天
轟	三車
攔	扌門柬
碑	石卑
嚼	口爪四艮寸
燃	火肉犬火
摟	扌婁
輔	車甫
暉	日冂車
朴	木卜
碩	石頁
煲	人口木火
杖	木一乂
謎	言辵米
磷	石米舛
竄	穴臼釆
脆	月𠂊厂卩
刃	刀丶
墜	阝八豕土
姑	女古
衡	行𠂊田大
皺	勹屮勹屮皮
繳	糸白方攴
擇	扌四幸
櫻	木貝貝女
鹼	鹵亼口口从
窯	穴羊火
措	扌廿日
眠	目民
途	辵余
鄂	口口一丂阝
捅	扌甬
叢	业耳又
禾	禾
磁	石䒑幺幺
錶	金表
沃	水丿大
屢	尸婁
辯	辛言辛
肚	月土
哀	衣口
浸	水彐冂又
柄	木丙
跪	足𠂊厂卩
攬	扌監見
輯	車口耳
瓷	冫欠瓦
澀	水刀丶刀丶止止
踹	足山而
凸	圍冂
瑜	王亼月刀
磅	石亠八冂方
豈	山豆
瀉	水宀臼烏
遼	辵一火日小
豎	臣又豆
宴	宀日女
堪	土甘匚八
擱	扌門夂口
麟	鹿米舛
祿	示彑
翟	羽隹
仗	人一乂
崩	山朋
醜	酉鬼
厲	厂萬
革	革
莪	艸我
憲	宀丰四心
遺	辵中一貝
聘	耳由丂
喚	口𠂊内大
閘	門甲
刊	干刀
裁	十戈衣
郁	𠂇月阝
逝	辵扌斤
際	阝肉又示
狄	犬火
誌	言士心
塌	土日羽
崖	山厂土土
廉	广兼
婉	女宀夕卩
攀	爻木木大手
獅	犬㠯一巾
喘	口山而
氫	气巠
氮	气火火
鞍	革宀女
竈	穴土黽
竇	穴士四貝
墳	土屮貝
巫	工从
虞	虎吳
沁	水心
瑟	王王必
揪	扌禾火
棵	木果
閆	門三
拐	扌另
築	竹工凡木
癮	疒阝爪工彐心
剝	彑刀
披	扌皮
削	小月刀
籃	竹監
悠	人丨攴心
睿	卜冂一八人目
甯	宀心用
凹	圍凵
葬	艸歹匕廾
咦	口大弓
瞪	目癶豆
詹	𠂊厂八言
侃	人口巛
授	扌爪冂又
卸	午止卩
頌	公頁
慈	䒑幺幺心
闊	門水舌
纖	糸从戈韭
棗	朿朿
瞄	目艸田
婭	女亞
駱	馬夂口
馳	馬也
鞭	革人一日乂
楞	木四方
兌	公儿
危	𠂊厂卩
襲	龍衣
泊	水白
喉	口人龴矢
溶	水穴公
撫	扌無
媛	女爪二丿又
拎	扌令
察	宀肉又示
駿	馬厶八夂
繪	糸會
黴	行山一黑攴
鈞	金勹冫
憐	心米舛
昆	日比
禹	禹
娥	女我
醇	酉京子
橙	木癶豆
辨	辛刀辛
暮	艸日大日
祕	示必
薪	艸立木斤
煥	火𠂊内大
巢	巛果
鉀	金甲
脾	月卑
淵	水𣶒
愚	禺心
蜀	四勹虫
裹	衣果
藕	艸耒禺
滕	朕水
劈	尸口辛刀
堤	土是
拱	扌艸廾
夸	大一丂
傍	人亠八冂方
燥	火三口木
綫	糸戔
漁	水魚
茜	艸西
允	厶儿
杏	木口
芒	艸亡
畔	田半
豹	豸勺
澄	水癶豆
冥	冂日宀
媒	女甘木
燦	火歹又米
酥	酉禾
垮	土大一丂
枯	木古
軌	車九
塑	屰月土
卜	卜
構	木甘冄
茅	艸矛
鉅	金巨
慾	谷欠心
搏	扌甫寸
鑄	金士㇕工一口寸
沐	水木
豫	予象
蒜	艸示示
淩	水土八夂
雀	小隹
鈦	金太
亨	京了
詳	言羊
腐	广人寸肉
皓	白牛口
央	冂大
氟	气弓八
冤	冂象儿丶
据	扌尸古
浙	水扌斤
瑋	王㐄口㐄
栓	木人王
梳	木了巛
冀	北田艸廾
叄	三厶人三
輩	非車
筱	竹人丨攴
冉	冄
餡	食𠂊臼
彤	丹彡
奕	亦大
卑	卑
誓	扌斤言
蜂	虫夂丰
勺	勺
迅	辵乙十
虫	虫
恥	耳心
匹	匚儿
曦	日羊禾戈丂
仰	人匕卩
煞	𠂊彐攴火
羞	羊丑
注	水主
嫂	女申又
瞳	目立田土
黛	人弋黑
妾	立女
拂	扌弓八
挨	扌厶矢
泄	水世
綱	糸网山
茨	艸冫欠
夷	大弓
慎	心真
汽	水气
婕	女一彐止
恭	艸廾心
弊	巾⺍攴廾
屌	尸口巾
摳	扌匚三口
貳	弋二貝
旦	日一
涂	水余
氯	气彑
祁	示阝
蠟	虫巛囟釆
乍	乍
孰	京子丮
耕	耒井
飆	三犬風
稻	禾爪臼
屠	尸者
綺	糸大丁口
荊	艸一廾刀
桿	木日干
笛	竹由
捕	扌甫
蕊	艸三心
喪	土口口衤
盪	水昜皿
氨	气宀女
愣	心四方
幺	幺
瀾	水門柬
悔	心每
敦	京子攴
葵	艸癶天
煒	火㐄口㐄
磕	石去皿
顫	亠回日一頁
閩	門虫
渴	水日勹亡
曝	日日艸廾水
閔	門文
撇	扌巾⺍攴
梗	木一日乂
絡	糸夂口
貫	貫
蔚	艸尸示寸
翅	十又羽
估	人古
鎂	金羊大
復	行𠂉日夂
瓣	辛瓜辛
濫	水監
況	水口儿
淮	水隹
陀	阝它
莖	艸巠
勳	千四土火力
惑	戈口一心
簾	竹广兼
巡	辵巛
墩	土京子攴
徽	行山一糸攴
謹	言堇
脹	月長
噓	口虎丘
瞞	目廿内内
娛	女吳
蓄	艸亠幺田
梓	木辛
匪	匚非
昕	日斤
濺	水貝戔
敘	余攴
鑑	金監
溢	水水皿
彌	弓爾
覓	爪見
寇	宀一兀攴
佟	人夂冫
獵	犬巛囟釆
滄	水倉
葷	艸冂車
蓬	艸辵夂丰
薦	艸鹿烏
硫	石了巛
俏	人小月
迫	辵白
貌	豸白儿
弔	丨弓
舜	爪冂舛
炳	火丙
茄	艸力口
頤	臣頁
訣	言夬
廚	广十豆寸
炭	山𠂇火
綿	糸白巾
搗	扌鳥山
萱	艸宀二日
岡	网山
挂	扌土土
掀	扌斤欠
誘	言禾乃
翰	十日十人羽
睜	目爪尹
撓	扌堯
掩	扌大申
蹬	足癶豆
泳	水永
玫	王攴
椅	木大丁口
鈺	金玉
遜	辵子丿糸
甄	西土瓦
侍	人土寸
抑	扌匕卩
啞	口亞
敖	敖
酮	酉同
毫	京毛
侵	人彐冂又
妥	爪女
覽	監見
概	木艮旡
貢	工貝
呦	口幺力
援	扌爪二丿又
昔	廿日
晾	日京
逮	辵尹⺍
卒	卒
鬆	長彡木公
捆	扌圍木
厭	厂日月犬
峽	山大从
彷	行方
寢	宀爿彐冂又
菱	艸土八夂
梯	木八弓丨丿
僑	人丿大口冂口
籽	米子
腕	月宀夕卩
挫	扌从土
膝	月木人水
嗦	口十冂糸
璇	王㫃疋
眨	目丿之
循	行盾
臀	尸艸廾殳月
矛	矛
努	女又力
黔	黑今
乏	丿之
魅	鬼未
徹	行了月攴
凶	乂凵
胺	月宀女
廈	广頁夂
掘	扌尸出
茗	艸夕口
絨	糸戈𠂇
璐	王足夂口
擾	扌頁心夂
襯	衤立木見
雌	止匕隹
旱	日干
掰	手分手
伽	人力口
蛙	虫土土
雕	用口隹
嬰	貝貝女
痣	疒士心
譽	臼牙廾言
跡	足亦
廂	广木目
汀	水丁
隋	阝𠂇工月
緒	糸者
蘊	艸糸圍人皿
勻	勹二
祛	示去
芙	艸夫
棲	木一尹女
刁	㇕一
瑛	王艸冂大
禽	亼一乂凵禸
腺	月白水
迦	辵力口
矯	矢丿大口冂口
欺	其欠
杉	木彡
党	尚儿
竅	穴白方攴
鑲	金衣口口甘
緯	糸㐄口㐄
曏	日阝良阝
繆	糸羽人彡
玖	王𠂊丶
肆	長尹二
悉	釆心
掂	扌广卜口
菁	艸青
鎳	金自木
冶	冫厶口
絆	糸半
嘔	口匚三口
遣	辵中一㠯
岑	山今
皖	白宀一兀
糕	米羊火
斐	非文
閤	門亼口
釀	酉衣口口甘
彙	彑冂果
址	土止
蘸	艸酉隹火
茵	艸圍大
簿	竹水甫寸
旬	勹日
丈	一乂
咸	戌口
呸	口不一
胤	儿幺月
摻	扌三厶人彡
蹤	足行从止
婁	婁
鎚	金辵㠯
桓	木二日
碘	石冊廾
瞅	目禾火
廊	广良阝
焰	火𠂊臼
壘	三田土
燁	火華
淳	水京子
畏	田衤
屑	尸小月
酯	酉旨
覃	西日十
嵌	山甘欠
販	貝反
泣	水立
嗆	口倉
眾	四从
袍	衤勹巳
菴	艸大申
僵	人三田田
饞	食象比象儿丶
沫	水末
滯	水帶
臻	至廾禾
眺	目兆
寂	宀上小又
醣	酉广尹口
晏	日宀女
秤	禾干八
嗚	口烏
蘿	艸四糸隹
誅	言朱
瑾	王堇
藻	艸水三口木
螺	虫田糸
錠	金宀正
診	言人彡
恤	心血
污	水一丂
涯	水厂土土
滋	水䒑幺幺
蘆	艸虎田皿
嗜	口耂日
貿	卯貝
療	疒一火日小
滲	水三厶人彡
瀝	水厂禾禾止
陡	阝走
栗	西木
筍	竹勹日
朔	屰月
淇	水其
捻	扌今心
勃	十冂子力
矩	矢巨
沽	水古
淤	水於
描	扌艸田
膚	虎田月
契	丰刀大
靳	革斤
祠	示司
陝	阝大人人
鞏	工凡革
峻	山厶八夂
稠	禾用口
爵	爪四艮寸
秉	禾彐
刨	勹巳刀
雍	亠阝隹
群	尹口羊
麵	來夂面
盞	戔皿
役	行殳
烙	火夂口
灾	宀火
强	弓口虫
痘	疒豆
髓	骨辵𠂇工月
嫣	女正烏
募	艸日大力
苟	艸勹口
析	木斤
篩	竹㠯一巾
魁	鬼斗
斥	斥
棕	木宀示
匡	匚王
倦	人龹卩
疆	弓土三田田
蔓	艸日四又
樺	木華
牟	厶牛
芷	艸止
霆	雨廴千土
蠶	旡旡日虫虫
嘰	口幺幺戈人
靴	革化
慮	虎田心
眸	目厶牛
烟	火圍大
惱	心巛囟
巾	巾
殊	歹朱
叮	口丁
晟	日成
艇	舟廴千土
熔	火穴公
裘	求衣
芹	艸斤
儘	人尹一火皿
寡	宀頁刀
擲	扌八酉大阝
蔔	艸勹畐
硪	石我
迥	辵冂口
巖	山口口厂敢
瞬	目爪冂舛
邑	口巴
〇	口
鉻	金夂口
榕	木穴公
庸	广尹用
渾	水冂車
棠	尚木
仨	人三
祺	示其
紡	糸方
蝕	食虫
窺	穴夫見
埠	土㠯十
酚	酉分
奮	大隹田
剎	乂术刀
濁	水四勹虫
茬	艸才土
濾	水虎田心
珂	王丁口
嗅	口自犬
簫	竹尹𣶒
佰	人百
滇	水真
寅	寅
婧	女青
姦	三女
梵	木木凡
蛾	虫我
慰	尸示寸心
履	尸行𠂉日夂
駛	馬口乂
宛	宀夕卩
襪	衤艸四戈人
嫖	女西示
綸	糸亼冊
礙	石匕矢龴疋
肽	月太
獄	犬言犬
闢	門尸口辛
歎	堇欠
蟬	虫口口甲一
涮	水尸巾刀
督	上小又目
衍	行水
違	辵㐄口㐄
絞	糸文八
廿	廿
摁	扌圍大心
劣	少力
銜	行金
祈	示斤
搵	扌圍人皿
尅	克寸
貶	貝丿之
魄	白鬼
崽	山田心
斧	父斤
裔	衣内口
湛	水甘匚八
琛	王冂八木
淌	水尚
簇	竹㫃矢
償	人尚貝
沛	水巿
澗	水門日
殤	歹𠂉昜
掠	扌京
崎	山大丁口
贛	立日十夂工貝
蕩	艸水昜
菇	艸女古
砌	石七刀
眯	目米
闌	門柬
嬲	田力女田力
辱	辰寸
匠	匚斤
肘	月寸
淹	水大申
洽	水亼口
溟	水冂日宀
諗	言今心
究	穴九
慼	戌卜小心
矢	矢
蟻	虫羊我
澈	水了月攴
葦	艸㐄口㐄
瞥	巾⺍攴目
崑	山日比
墮	阝𠂇工月土
輓	車象儿
鴿	亼口鳥
錘	金垂
懼	心目目隹
坨	土它
椰	木耳阝
梢	木小月
嘟	口者阝
瀟	水艸尹𣶒
障	阝立日十
霄	雨小月
疇	田士㇕工一口寸
揣	扌山而
槐	木鬼
粟	西米
唆	口厶八夂
誦	言甬
綜	糸宀示
詢	言勹日
劃	尹二田一刀
札	木乚
駁	馬爻
拴	扌人王
攏	扌龍
聳	行从止耳
燭	火四勹虫
襖	衤宀米大
臘	月巛囟釆
吏	一口乂
堰	土匚日女
棺	木宀㠯
腥	月日生
胞	月勹巳
羨	羊水欠
韶	立日刀口
阜	㠯十
剖	立口刀
羹	羊火羊大
剃	八弓丨丿刀
寓	宀禺
峪	山谷
煜	火日立
竊	穴釆卜内禸
撩	扌一火日小
扳	扌反
桔	木士口
轄	車宀丰口
臧	戈爿臣
喀	口宀夂口
妄	亡女
陌	阝百
弧	弓瓜
弩	女又弓
撰	扌巳巳艸廾
瞿	目目隹
卞	亠卜
蛤	虫亼口
襄	衣口口甘
肅	尹𣶒
擒	扌亼一乂凵禸
哨	口小月
鑿	业臼殳金
皂	白七
佘	人示
鋸	金尸古
汞	工水
芭	艸巴
膿	月曲辰
懿	士冂豆冫欠心
蔭	艸阝今云
椒	木上小又
戎	戈𠂇
肋	月力
翎	令羽
煌	火白王
錐	金隹
疤	疒巴
瀚	水十日十人羽
闕	門屰欠
絹	糸口月
僱	人戶隹
泓	水弓厶
昧	日未
柒	水七木
棧	木戔
硯	石見
錳	金子皿
旨	旨
鱗	魚米舛
巳	巳
辜	古辛
筐	竹匚王
膊	月甫寸
遵	辵八酉寸
摺	扌羽白
輥	車日比
嗒	口艸亼口
剁	几木刀
愧	心鬼
拙	扌出
彆	巾⺍攴弓
竿	竹干
鈔	金少
鏟	金立厂生
驛	馬四幸
鱉	巾⺍攴魚
稜	禾土八夂
憤	心屮貝
綽	糸卜日十
鶯	火火冂鳥
緻	糸至攴
圭	土土
塚	土冂豕
甸	勹田
衷	衣中
燜	火門心
脊	⺍人月
憨	敢心
搽	扌艸人木
捶	扌垂
勵	厂萬力
毓	每了巛
苔	艸厶口
鉗	金甘
鉢	金本
奸	女干
坂	土反
淼	三水
黏	禾人水卜口
縷	糸婁
甭	不用
瞟	目西示
舅	臼田力
錚	金𠂊尹
阪	阝反
恕	女口心
轎	車丿大口冂口
啼	口帝
繭	艸巾糸虫
鬱	缶木木冂鬯彡
曠	日广黃
睹	目者
禿	禾儿
諦	言帝
疲	疒皮
褪	衤辵艮
鞠	革勹米
釉	釆由
彰	立日十彡
綴	糸叕
軋	車乚
酬	酉⺍巛
橘	木矛内口
啪	口扌白
睛	目青
斂	亼口口从攴
遁	辵盾
晝	尹二日一
殲	歹从戈韭
樸	木业大
哆	口多
窟	穴尸出
鈍	金屯
垢	土𠂆口
愿	厂白小心
奚	爪幺大
誼	言宀且
緋	糸非
紛	糸分
褚	衤者
腮	月田心
枉	木王
旳	日勺
鍍	金广廿又
涓	水口月
嗟	口羊工
蠱	三虫皿
笙	竹生
沸	水弓八
妓	女十又
儉	人亼口口从
猿	犬土口衤
漠	水艸日大
撬	扌三毛
巍	山禾女鬼
鉑	金白
漾	水羊永
擎	艸勹口攴手
詐	言乍
絃	糸亠幺
靶	革巴
鴉	牙鳥
俐	人禾刀
胚	月不一
楷	木比白
侶	人呂
迭	辵失
詔	言刀口
嗣	口冊司
嵩	山京口
驕	馬丿大口冂口
蠅	虫黽
蹄	足帝
穫	禾艸隹又
潰	水中一貝
褐	衤日勹亡
丞	㇕水一
芮	艸内
梭	木厶八夂
瘡	疒倉
槓	木工貝
唷	口了月
曜	日羽隹
鯨	魚京
灝	水日京頁
鎊	金亠八冂方
畜	亠幺田
廬	广虎田皿
砼	石人工
粽	米宀示
韌	㐄口㐄刀丶
囉	口四糸隹
唑	口从土
鋰	金里
鸞	䜌鳥
鈾	金由
宵	宀小月
榆	木亼月刀
嚷	口衣口口甘
釵	金又丶
焱	三火
絮	女口糸
戊	戊
鄔	烏阝
剷	立厂生刀
罕	冂八干
欒	䜌木
糾	糸丩
駝	馬它
叩	口卩
箏	竹爪尹
俯	人广人寸
瀑	水日艸廾水
濕	水日幺幺火
肇	戶攴尹二
窪	穴水土土
毋	母
摞	扌田糸
暇	日叚
岐	山十又
睬	目爪木
郊	文八阝
璧	尸口辛玉
挾	扌大从
捎	扌小月
嶼	山臼牙廾
汶	水文
糸	糸
嘀	口帝口
斃	巾⺍攴歹匕
犁	禾刀牛
怔	心正
焚	木木火
恁	人壬心
鷗	匚三口鳥
癖	疒尸口辛
灼	火勺
孽	艸㠯辛子
岱	人弋山
麓	木木鹿
匙	是匕
嚎	口京豕
爻	爻
鏢	金西示
涇	水巠
珏	王玉
摧	扌山隹
械	木戈廾
乞	乞
卯	卯
凋	冫用口
蕙	艸專心
噗	口业大
硒	石西
嗔	口真
卟	口卜
筠	竹土勹冫
諧	言比白
咔	口上卜
喧	口宀二日
癲	疒真頁
汎	水凡
瓢	西示瓜
嚕	口魚日
裳	尚衣
釗	金刀
謊	言艸亡巛
晤	日五口
竭	立日勹亡
妨	女方
玻	王皮
聾	龍耳
宸	宀辰
擅	扌亠回日一
蔘	艸三厶人彡
諫	言柬
烹	京了火
卉	屮
綾	糸土八夂
括	扌舌
檐	木𠂊厂八言
漬	水丰貝
戟	十日十戈
韜	㐄口㐄爪臼
尸	尸
椎	木隹
恬	心舌
胥	疋月
檀	木亠回日一
坯	土不一
葡	艸勹甫
仄	厂人
噯	口爪冂心夂
溴	水自犬
縛	糸甫寸
姝	女朱
嬸	女宀釆田
塢	土烏
壙	土广黃
伙	人火
蠍	虫日勹亡欠
暱	日匚艸𠂇口
垣	土二日
拘	扌勹口
呱	口瓜
昱	日立
篤	竹馬
箍	竹扌匚巾
鳩	九鳥
噁	口亞心
躁	足三口木
噬	口竹工从
鎢	金烏
孚	爪子
穀	士冂一禾殳
玥	王月
蓓	艸人立口
蛆	虫且
囚	圍人
癱	疒堇隹
鞘	革小月
瀨	水束𠂊貝
滷	水鹵
匣	匚甲
鉬	金目
銹	金禾乃
凳	癶豆几
隙	阝小日小
娣	女八弓丨丿
驟	馬耳又从
莞	艸宀一兀
曆	厂禾禾日
躥	足穴臼釆
銨	金宀女
荃	艸人王
伶	人令
謠	言肉缶
璽	爾玉
拭	扌弋工
醃	酉大申
墅	里予土
釩	金凡
懵	心艸四冂目
苷	艸甘
碾	石尸廿衤
雋	隹弓
禧	示十豆口
囡	圍女
鷺	足夂口鳥
鵑	口月鳥
脅	三力月
榨	木穴乍
黯	黑立日
侖	亼冊
荼	艸余
苞	艸勹巳
戚	戌卜小
曄	日華
饃	食艸日大
頒	分頁
倘	人尚
怯	心去
淪	水亼冊
礁	石隹火
睏	目圍木
瞻	目𠂊厂八言
躬	身弓
餌	食耳
脖	月十冂子
襟	衤木木示
尉	尸示寸
絳	糸夂㐄
軼	車失
亥	亥
屄	尸穴
蘋	艸步頁
尐	小丶
肢	月十又
悄	心小月
紐	糸丑
閹	門大申
弋	弋
厘	厂里
貯	貝宀丁
僕	人业大
憎	心曾
禎	示卜貝
隴	阝龍
緬	糸面
頰	大从頁
砷	石申
糙	米辵牛口
炯	火冂口
莘	艸辛
盔	𠂇火皿
睦	目土八土
仟	人千
炕	火亢
渦	水咼
鬢	長彡宀一㐄貝
艷	丰丰山豆𠂊巴
荔	艸三力
嗷	口敖
盅	中皿
籲	竹龠頁
鯊	水少魚
藩	艸水釆田
楨	木卜貝
奢	大者
尬	尢介
趾	足止
贖	貝士四貝
瘀	疒於
悼	心卜日十
臍	月齊
抿	扌民
憾	心戌口心
愷	心山豆
